,NO2,Date
50,44.1,2015-01-27 03:00:00
51,59.4,2015-01-27 04:00:00
52,63.8,2015-01-27 05:00:00
53,68.8,2015-01-27 06:00:00
54,59.8,2015-01-27 07:00:00
55,60.2,2015-01-27 08:00:00
56,65.9,2015-01-27 09:00:00
57,77.8,2015-01-27 10:00:00
58,,2015-01-27 11:00:00
59,,2015-01-27 12:00:00
60,74.4,2015-01-27 13:00:00
61,70.6,2015-01-27 14:00:00
62,51.2,2015-01-27 15:00:00
63,71.2,2015-01-27 16:00:00
64,52.0,2015-01-27 17:00:00
65,75.7,2015-01-27 18:00:00
66,88.9,2015-01-27 19:00:00
67,83.8,2015-01-27 20:00:00
68,74.5,2015-01-27 21:00:00
69,84.2,2015-01-27 22:00:00
70,22.9,2015-01-27 23:00:00
71,55.0,2015-01-28 00:00:00
72,43.9,2015-01-28 01:00:00
73,43.3,2015-01-28 02:00:00
74,41.9,2015-01-28 03:00:00
75,41.8,2015-01-28 04:00:00
76,39.7,2015-01-28 05:00:00
77,33.6,2015-01-28 06:00:00
78,65.2,2015-01-28 07:00:00
79,61.3,2015-01-28 08:00:00
80,37.4,2015-01-28 09:00:00
81,28.5,2015-01-28 10:00:00
82,67.9,2015-01-28 11:00:00
83,52.9,2015-01-28 12:00:00
84,67.5,2015-01-28 13:00:00
85,50.7,2015-01-28 14:00:00
86,60.2,2015-01-28 15:00:00
87,51.0,2015-01-28 16:00:00
88,53.7,2015-01-28 17:00:00
89,87.8,2015-01-28 18:00:00
90,123.1,2015-01-28 19:00:00
91,130.8,2015-01-28 20:00:00
92,132.4,2015-01-28 21:00:00
93,124.0,2015-01-28 22:00:00
94,114.1,2015-01-28 23:00:00
95,94.8,2015-01-29 00:00:00
96,76.6,2015-01-29 01:00:00
97,75.4,2015-01-29 02:00:00
98,54.4,2015-01-29 03:00:00
99,62.6,2015-01-29 04:00:00
100,94.8,2015-01-29 05:00:00
101,94.9,2015-01-29 06:00:00
102,91.0,2015-01-29 07:00:00
103,96.4,2015-01-29 08:00:00
104,100.4,2015-01-29 09:00:00
105,80.7,2015-01-29 10:00:00
106,86.8,2015-01-29 11:00:00
107,67.9,2015-01-29 12:00:00
108,62.9,2015-01-29 13:00:00
109,58.8,2015-01-29 14:00:00
110,66.8,2015-01-29 15:00:00
111,60.2,2015-01-29 16:00:00
112,60.3,2015-01-29 17:00:00
